Input Business Name,Input Phone,Input Address,API Name,API Phone,API Address,Name Match,Address Match,Phone Match,Name Similarity,Address Similarity,Phone Similarity,Overall NAP Status
Active Release and Chiropractic Center: Dr. Anthony Criscuolo  DC,+1 732-280-1800,"3350 NJ-138 Building 2 Suite 227, Wall Township, USA","Active Release and Chiropractic Center: Dr. Anthony Criscuolo, DC",(732) 280-1800,"3350 NJ-138 Building 2 Suite 227, Wall Township, NJ 07719, USA",Yes,Yes,Yes,1.0,0.917,1.0,SUCCESS - All NAP data matches
M.O.Academy School,+91 76430 17936,"Old Purulia Road, Jamshedpur, USA",M.O.Academy School,076430 17936,"R6P3+662, Old Purulia Rd, Zakir Nagar, Mango, Jamshedpur, Jharkhand 832110, India",Yes,No,Yes,1.0,0.6,1.0,PARTIAL - Name & Phone match (Address different)
KFC Yum! Center,+1 502-690-9000,"1 Arena Plaza, Louisville, USA",KFC Yum! Center,(502) 690-9000,"1 Arena Plaza, Louisville, KY 40202, USA",Yes,Yes,Yes,1.0,0.862,1.0,SUCCESS - All NAP data matches
Test company 2,nan,USA,"AMMAGENOMICS LLP - Molecular, Clinical & Food Testing Laboratory",073053 16219,"1A, 87, Arcot Rd, next to Raymonds Showroom, near Avichi School, AVM Nagar, Saligramam, Chennai, Tamil Nadu 600093, India",No,No,No,0.219,0.035,0.0,FAIL - Significant NAP inconsistencies
Get Adjusted Chiropractic PC,+1 609-448-6741,"519 8th Ave #811, New York, USA",Get Adjusted Chiropractic PC,(845) 809-8300,"519 8th Ave #811, New York, NY 10018, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Innate Living Center,+1 718-275-1314,"740 NJ-34, Matawan, USA",Innate Living Center,(732) 583-7799,"740 NJ-34, Matawan, NJ 07747, USA",Yes,No,No,1.0,0.824,0.0,PARTIAL - Only Name matches
Back to Health,+1 732-634-5155,"136 St Paul St, Westfield, USA",Back to Health,(908) 333-3988,"136 St Paul St, Westfield, NJ 07090, USA",Yes,Yes,No,1.0,0.862,0.0,SUCCESS - Name & Address match (Phone missing/different)
Edison Chiropractic,+1 732-661-0330,"776 Amboy Ave # 200, Edison, USA",Edison Chiropractic,(732) 661-0330,"776 Amboy Ave # 200, Edison, NJ 08837, USA",Yes,Yes,Yes,1.0,1.0,1.0,SUCCESS - All NAP data matches
Starved Rock State Park,+1 815-667-4726,"Oglesby, Oglesby, USA",Starved Rock State Park,(815) 667-4726,"Oglesby, IL 61348, USA",Yes,Yes,Yes,1.0,1.0,1.0,SUCCESS - All NAP data matches
"Solstice Chiropractic- Pediatric, Prenatal, & Family Wellness",+1 719-445-2346,"1945 Dominion Way Ste 100, Colorado Springs, USA","Solstice Chiropractic- Pediatric, Prenatal, & Family Wellness",(719) 445-2346,"1945 Dominion Way Ste 100, Colorado Springs, CO 80918, USA",Yes,Yes,Yes,1.0,1.0,1.0,SUCCESS - All NAP data matches
Dr. Debra Maibach - Chiropractor,+1 908-547-0729,"1390 Valley Rd #1C, Stirling, USA",Dr. Debra Maibach - Chiropractor,(908) 903-0111,"1390 Valley Rd #1C, Stirling, NJ 07980, USA",Yes,Yes,No,1.0,0.87,0.0,SUCCESS - Name & Address match (Phone missing/different)
Chiropractic & Therapy Center,+1 732-545-5999,"1075 Easton Ave, Somerset, USA",Chiropractic & Therapy Center,(732) 545-5999,"1075 Easton Ave, Somerset, NJ 08873, USA",Yes,Yes,Yes,1.0,1.0,1.0,SUCCESS - All NAP data matches
"Science Library, University of Saskatchewan",+1 306-966-1906,"Geology Bldg, 114 Science Pl, Saskatoon, USA","Science Library, University of Saskatchewan",(306) 966-1906,"Geology Bldg, 114 Science Pl, Saskatoon, SK S7N 5E2, Canada",Yes,Yes,Yes,1.0,0.833,1.0,SUCCESS - All NAP data matches
I Know My Chiro  Chiropractic Wellness,+1 609-448-6742,"35 E 38th St #1b, New York, USA","I Know My Chiro, Chiropractic Wellness",(212) 933-0188,"35 E 38th St #1b, New York, NY 10016, USA",Yes,Yes,No,1.0,0.862,0.0,SUCCESS - Name & Address match (Phone missing/different)
Integrative Chiropractic Center,+1 609-122-4814,"21B Stangl Rd, Flemington, USA",Integrative Chiropractic Center,(908) 343-6998,"21B Stangl Rd, Flemington, NJ 08822, USA",Yes,Yes,No,1.0,0.862,0.0,SUCCESS - Name & Address match (Phone missing/different)
Strive2Move Chiropractor,+1 908-547-0729,"1910 Washington Valley Rd STE 4, Martinsville, USA",Strive2Move Chiropractor,(908) 547-0729,"1910 Washington Valley Rd STE 4, Martinsville, NJ 08836, USA",Yes,Yes,Yes,1.0,0.914,1.0,SUCCESS - All NAP data matches
Align Chiropractic and Wellness Center,+1 908-967-4676,"1801 E 2nd St, Scotch Plains, USA",Align Chiropractic and Wellness Center,(908) 967-4676,"1801 E 2nd St, Scotch Plains, NJ 07076, USA",Yes,Yes,Yes,1.0,0.873,1.0,SUCCESS - All NAP data matches
Vida Chiropractic,+1 732-462-6689,"311 Chestnut St, Newark, USA",Vida Chiropractic,(973) 465-1500,"311 Chestnut St, Newark, NJ 07105, USA",Yes,Yes,No,1.0,0.852,0.0,SUCCESS - Name & Address match (Phone missing/different)
Sparrow Coffee,nan,USA,Sparrow Coffee Naperville,(630) 384-8940,"120 Water St #110, Naperville, IL 60540, USA",Yes,Yes,No,0.718,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Core testpractic,+1 718-275-1317,USA,Core Tests,(858) 333-1122,"6190 Yarrow Dr, Carlsbad, CA 92011, USA",No,Yes,No,0.692,1.0,0.0,FAIL - Significant NAP inconsistencies
Integrative testpractic Center,+1 609-122-4814,USA,"Integrative Health Practices, LLC",(410) 648-2555,"9501 Old Annapolis Rd Suite 205, Ellicott City, MD 21042, USA",No,Yes,No,0.71,1.0,0.0,FAIL - Significant NAP inconsistencies
Peak testpractic Neurology,+1 908-547-0729,USA,Peak Neurology,(719) 445-9902,"Suite 100, 5770 Flintridge Dr, Colorado Springs, CO 80918, USA",No,Yes,No,0.7,1.0,0.0,FAIL - Significant NAP inconsistencies
Hollenbach Family testpractic,+1 732-462-0049,USA,Hollenbach Family Chiropractic,(973) 236-0400,"250 Main St, Madison, NJ 07940, USA",Yes,Yes,No,0.847,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Deitch Family testpractic & Wellness Center,+1 908-967-4676,USA,Deitch Family Chiropractic & Wellness Center,(609) 897-1200,"50 Princeton Hightstown Rd, Princeton Junction, NJ 08550, USA",Yes,Yes,No,0.892,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Silverstein Family testpractic,+1 201-250-6125,USA,"Dr. Scott Silverstein, D.O.",(954) 943-5044,"729 E Atlantic Blvd, Pompano Beach, FL 33060, USA",No,Yes,No,0.481,1.0,0.0,FAIL - Significant NAP inconsistencies
Hollenbach Family Chiropractic,+1 732-462-0049,"250 Main St, Madison, USA",Hollenbach Family Chiropractic,(973) 236-0400,"250 Main St, Madison, NJ 07940, USA",Yes,Yes,No,1.0,0.836,0.0,SUCCESS - Name & Address match (Phone missing/different)
Forest Hills Chiropractic & Wellness,+1 732-389-8000,"71-36 110th St Ste Sp1, Forest Hills, USA",Forest Hills Chiropractic & Wellness,(718) 268-4464,"71-36 110th St Ste Sp1, Queens, NY 11375, USA",Yes,No,No,1.0,0.741,0.0,PARTIAL - Only Name matches
Honey Bun Café,nan,USA,Honey Bun Café,(306) 665-9901,"167C 2 Ave S, Saskatoon, SK S7K 1K6, Canada",Yes,No,No,1.0,0.093,0.0,PARTIAL - Only Name matches
Health on Main - Eopechino testpractic,+1 732-661-0330,USA,Health on Main - Eopechino Chiropractic,(973) 832-6722,"155 E Main St, Little Falls Township, NJ 07424, USA",Yes,Yes,No,0.877,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
NY testpractic & Physical Therapy,+1 908-967-4676,USA,US ATHLETIC TRAINING CENTER,(212) 355-8440,"515 Madison Ave #301, New York, NY 10022, USA",No,Yes,No,0.414,1.0,0.0,FAIL - Significant NAP inconsistencies
Winkworth Beaconsfield Estate Agents,+44 1494 677978,"46 London End, Beaconsfield, USA",Winkworth Beaconsfield Estate Agents,01494 677978,"46 London End, Beaconsfield HP9 2JH, UK",Yes,No,Yes,1.0,0.836,1.0,PARTIAL - Name & Phone match (Address different)
The AskOzzie.com Real Estate Team Brokered by AEA Realty,+1 281-968-8444,"3901 East Pear Street, Pearland, USA",The AskOzzie.com Real Estate Team Brokered by AEA Realty,(281) 968-8444,"3901 E Pear St, Pearland, TX 77581, USA",Yes,No,Yes,1.0,0.771,1.0,PARTIAL - Name & Phone match (Address different)
This Place,nan,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
"PVR Grand Mall, Velachery",+91 88009 00009,"137 Velachery - Tambaram Main Road, Chennai, USA","PVR Grand Mall, Velachery",088009 00009,"137, Velachery - Tambaram Main Rd, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai, Tamil Nadu 600042, India",Yes,Yes,Yes,1.0,0.714,1.0,SUCCESS - All NAP data matches
mc donalds test,+1 306-717-4526,"2330 Kennedy Road, Toronto, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
The Healthy Body,+1 732-534-3866,"271 Kelly Blvd, Staten Island, USA",The Healthy Body,(718) 698-5600,"271 Kelly Blvd, Staten Island, NY 10314, USA",Yes,Yes,No,1.0,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Hudson Valley Chiropractic,+1 908-547-0729,"475 Tuckahoe Rd #201, Yonkers, USA",Hudson Valley Chiropractic,(914) 793-1824,"475 Tuckahoe Rd #201, Yonkers, NY 10710, USA",Yes,Yes,No,1.0,0.873,0.0,SUCCESS - Name & Address match (Phone missing/different)
Cimato Chiropractic Center,+1 609-448-6740,"113 Maple Stream Rd, East Windsor, USA",Cimato Chiropractic Center,(609) 448-6740,"113 Maple Stream Rd, East Windsor, NJ 08520, USA",Yes,Yes,Yes,1.0,0.889,1.0,SUCCESS - All NAP data matches
Advanced Chiropractic Center of Woodbridge  INC,+1 732-634-5155,"415 Avenel St, Avenel, USA","Advanced Chiropractic Center of Woodbridge, INC",(732) 634-5155,"415 Avenel St, Avenel, NJ 07001, USA",Yes,Yes,Yes,1.0,0.842,1.0,SUCCESS - All NAP data matches
alpha test,nan,USA,AlphaTest Corporation,(360) 462-0201,"261 W Business Park Loop, Shelton, WA 98584, USA",No,Yes,No,0.581,1.0,0.0,FAIL - Significant NAP inconsistencies
Jamshedpur Workers' College,+91 657 236 0750,"Jai Prakash Narayan Setu Bridge, Jamshedpur, USA",Jamshedpur Workers' College,0657 236 0750,"Jai Prakash Narayan Setu Bridge, near Jayprakash, Kumar Basti, Mango, Jamshedpur, Jharkhand 832110, India",Yes,Yes,Yes,1.0,0.857,1.0,SUCCESS - All NAP data matches
MEGHALAYA ROOFING,nan,"INDUSTRIAL AREA, Umiam, USA",MEGHALAYA ROOFING,,"INDUSTRIAL AREA, Umiam, Meghalaya 793103, India",Yes,Yes,No,1.0,0.75,0.0,SUCCESS - Name & Address match (Phone missing/different)
Nucor Cold Finish,+1 435-734-9334,"1875 Utah 13, Brigham City, USA",Nucor Cold Finish,(435) 734-9334,"1875 UT-13, Brigham City, UT 84302, USA",Yes,No,Yes,1.0,0.831,1.0,PARTIAL - Name & Phone match (Address different)
Tyson Electrical Service,+1 306-341-0799,"530 Hogg Crescent, Saskatoon, USA",Tyson Electrical Service,(306) 341-0799,"530 Hogg Crescent, Saskatoon, SK S7N 3V6, Canada",Yes,Yes,Yes,1.0,0.8,1.0,SUCCESS - All NAP data matches
John D Wood & Co. Estate Agents Belgravia & Westminster,+44 20 3151 9484,"25 Elizabeth Street, London, USA",John D Wood & Co. Estate Agents Belgravia & Westminster,020 3151 9484,"25 Elizabeth St, London SW1W 9RP, UK",Yes,No,Yes,1.0,0.75,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents Richmond,+44 20 3151 9452,"31 Sheen Road, Richmond, USA",John D Wood & Co. Estate Agents Richmond,020 3151 9452,"31 Sheen Rd, Richmond TW9 1AD, UK",Yes,No,Yes,1.0,0.772,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents Herne Hill,+44 20 8196 9937,"323-327 Railton Road, London, USA",John D Wood & Co. Estate Agents Herne Hill,020 8196 9937,"323-327 Railton Rd, London SE24 0JN, UK",Yes,No,Yes,1.0,0.794,1.0,PARTIAL - Name & Phone match (Address different)
Shay’s Steaks,+1 267-804-7731,"200 North 16th Street, Philadelphia, USA",Shay’s Steaks,(267) 804-7731,"200 N 16th St, Philadelphia, PA 19102, USA",Yes,No,Yes,1.0,0.779,1.0,PARTIAL - Name & Phone match (Address different)
ben's test,+1 306-955-1447,"119 33rd Street West, Saskatoon, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
WSP FREE MIGRATION FORM webspecialist (DONT DELETE OR MODIFY ),9899998695,"Chennai Metro Line 2, Chennai, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Nucor Tubular Products Chicago,+1 708-496-0380,"6226 74th Street, Chicago, USA",Nucor Tubular Products Chicago,(708) 496-0380,"6226 74th St, Chicago, IL 60638, USA",Yes,Yes,Yes,1.0,0.8,1.0,SUCCESS - All NAP data matches
Nucor Steel - Utah,+1 435-458-2300,"7285 W21200N W Cemetery Rd, Plymouth, USA",Nucor Steel Utah,(435) 458-2300,"7285 W21200N W Cemetery Rd, Plymouth, UT 84330, USA",Yes,Yes,Yes,1.0,0.897,1.0,SUCCESS - All NAP data matches
Furry Friends Spa and Daycare,+1 613-236-4005,"56 Hawthorne Avenue, Ottawa, USA",Furry Friends Spa and Daycare,(613) 236-4005,"56 Hawthorne Ave, Ottawa, ON K1S 0B1, Canada",Yes,No,Yes,1.0,0.732,1.0,PARTIAL - Name & Phone match (Address different)
Furry Paws,3062234567,"800 Avenue O South, Saskatoon, USA",Furbaby Pet Care,(306) 912-7783,"2902 Jasper Ave S, Saskatoon, SK S7J 4L7, Canada",No,No,No,0.538,0.519,0.0,FAIL - Significant NAP inconsistencies
Clint's Titan Gym,+1 306-438-2833,"Promethian Tower, Saskatoon, USA",Snap Fitness Saskatoon,(306) 242-7627,"420 Duchess St #4, Saskatoon, SK S7K 0R1, Canada",No,No,No,0.308,0.432,0.0,FAIL - Significant NAP inconsistencies
2 Dogs Barking,+1 306-765-4321,"123 Gimme, Food, Patsville, USA",Barking Dog,(212) 861-3600,"1453 York Ave, New York, NY 10075, USA",No,No,No,0.56,0.349,0.0,FAIL - Significant NAP inconsistencies
Ben's Other Broken Store,306 955 1401,"2325 Preston Ave S, Saskatoon, USA",Market Mall,(306) 374-2644,"2325 Preston Ave S, Saskatoon, SK S7J 2G2, Canada",No,No,No,0.229,0.795,0.0,FAIL - Significant NAP inconsistencies
Nucor Steel - Utah,+1 435-458-2300,"7285 W21200N W Cemetery Rd, Plymouth, USA",Nucor Steel Utah,(435) 458-2300,"7285 W21200N W Cemetery Rd, Plymouth, UT 84330, USA",Yes,Yes,Yes,1.0,0.897,1.0,SUCCESS - All NAP data matches
Cylex,+40 712 345 678,"Strada Crișului 11, Oradea, USA",Cylex,,"Strada Crișului 11, Oradea 410195, Romania",Yes,No,No,1.0,0.783,0.0,PARTIAL - Only Name matches
WordPress Premium Hosting - Test by Ganesh,+1-212-456-7890,"Wdcf Drive, Dade City, USA","WP1stop - Core Web Vital Consultant, PageSpeed . Marketing, Wordpress Development",(386) 506-7930,"6421 N Florida Ave D-322, Tampa, FL 33604, USA",No,No,No,0.226,0.388,0.0,FAIL - Significant NAP inconsistencies
Smith testpractic Family Care & Sports Injury Center,+1 609-448-6743,USA,Smith Chiropractic Family Care & Sports Injury Center,(908) 464-8899,"261 Springfield Ave Suite 202, Berkeley Heights, NJ 07922, USA",Yes,Yes,No,0.911,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Vida testpractic,+1 732-462-6689,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Air Conditioning Doctors,3054460940,"8315 NW 64th St Ste 8, Miami, USA",Air Doctor,(305) 446-0940,"8315 NW 64th St, Miami, FL 33166, USA",No,No,Yes,0.588,0.769,1.0,FAIL - Significant NAP inconsistencies
"Air Time Services, Inc.",9548185066,"336 NW 19th St, Pompano Beach, USA",Prime Time Cooling,(954) 864-3725,"1930 NW 18th St Bay #5-15, Pompano Beach, FL 33069, USA",No,No,No,0.513,0.699,0.0,FAIL - Significant NAP inconsistencies
Rehab testpractic Network,+1 908-754-6888,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Aura testpractic,+1 732-704-3459,USA,Aura,044 4215 4576,"New No.13, Moores Garden Road, 1st floor, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006, India",Yes,Yes,No,0.4,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Parkside Cafe,+1 727-546-3600,"8180 49th Street North, Pinellas Park, USA",Parkside Cafe,(727) 546-3600,"8180 49th St N, Pinellas Park, FL 33781, USA",Yes,Yes,Yes,1.0,0.79,1.0,SUCCESS - All NAP data matches
New Providence Chiropractic,+1 908-547-0729,"133 Gales Dr, New Providence, USA",New Providence Chiropractic,(908) 665-1818,"133 Gales Dr, New Providence, NJ 07974, USA",Yes,Yes,No,1.0,0.873,0.0,SUCCESS - Name & Address match (Phone missing/different)
Monmouth Spine and Wellness,+1 732-661-0330,"342 US-9, Manalapan Township, USA",Monmouth Spine and Wellness,(732) 252-5555,"342 US-9, Manalapan Township, NJ 07726, USA",Yes,Yes,No,1.0,0.873,0.0,SUCCESS - Name & Address match (Phone missing/different)
Health on Main - Eopechino Chiropractic,+1 732-661-0330,"155 E Main St, Little Falls Township, USA",Health on Main - Eopechino Chiropractic,(973) 832-6722,"155 E Main St, Little Falls Township, NJ 07424, USA",Yes,Yes,No,1.0,0.897,0.0,SUCCESS - Name & Address match (Phone missing/different)
Functional Health,+1 732-462-0049,"1 Eastern Ave, Somerville, USA",Functional Health,(908) 722-0500,"1 Eastern Ave, Somerville, NJ 08876, USA",Yes,Yes,No,1.0,0.862,0.0,SUCCESS - Name & Address match (Phone missing/different)
Dynamic Chiropractic LLC,+1 732-545-5999,"720 E Main St Ste 1D, Moorestown, USA",Dynamic Chiropractic,(856) 222-1500,"720 E Main St, Moorestown, NJ 08057, USA",Yes,No,No,0.909,0.778,0.0,PARTIAL - Only Name matches
Blitz Chiropractic Center,+1 609-395-0880,"100 Overlook Dr, Monroe Township, USA",Blitz Chiropractic Center,(609) 395-0880,"100 Overlook Dr, Monroe Township, NJ 08831, USA",Yes,Yes,Yes,1.0,0.886,1.0,SUCCESS - All NAP data matches
Park Chiropractic & Posture,+1 732-389-8000,"85 Raritan Ave Suite 430, Highland Park, USA",Park Chiropractic & Posture,(732) 342-7575,"85 Raritan Ave Suite 430, Highland Park, NJ 08904, USA",Yes,Yes,No,1.0,0.903,0.0,SUCCESS - Name & Address match (Phone missing/different)
Louro Chiropractic Center,+1 732-545-5999,"180 N County Line Rd, Jackson Township, USA",Louro Chiropractic Center,(732) 928-5900,"180 N County Line Rd, Jackson Township, NJ 08527, USA",Yes,Yes,No,1.0,0.901,0.0,SUCCESS - Name & Address match (Phone missing/different)
Genesis Chiropractic Center (William J. Voyce  DC),+1 732-704-3459,"59 E Mill Rd # 102, Long Valley, USA","Genesis Chiropractic Center (William J. Voyce, DC)",(908) 876-9188,"59 E Mill Rd # 102, Long Valley, NJ 07853, USA",Yes,Yes,No,1.0,0.877,0.0,SUCCESS - Name & Address match (Phone missing/different)
Story Garden Children's Library & Learning Center,nan,"1103 8 St E, Saskatoon, USA",Story Garden Children's Library & Learning Center,,"1103 8 St E, Saskatoon, SK S7H 0S3, Canada",Yes,No,No,1.0,0.75,0.0,PARTIAL - Only Name matches
HKK,+91 99999 99999,"Agra - Lucknow Expressway, Deeg, USA",Agra Lucknow expressway - G.T. Road cut,,"W25G+MQV, Agra - Lucknow Expy, Birthi Haveli, Uttar Pradesh 209202, India",No,No,No,0.051,0.404,0.0,FAIL - Significant NAP inconsistencies
United States Botanic Garden,+1 202-225-8333,"100 Maryland Avenue Southwest, Washington, USA",United States Botanic Garden,(202) 225-8333,"100 Maryland Ave SW, Washington, DC 20001, USA",Yes,No,Yes,1.0,0.782,1.0,PARTIAL - Name & Phone match (Address different)
Vendasta,+1 306-955-5512,"410 22 Street East, Saskatoon, USA",Vendasta,(306) 955-5512,"Saskatoon Square, 410 22 St E, Saskatoon, SK S7K 5T6, Canada",Yes,No,Yes,1.0,0.545,1.0,PARTIAL - Name & Phone match (Address different)
LyS,nan,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
McDonald's,+1 306-955-8669,"1608 8 St E, Saskatoon, USA",McDonald's,(306) 955-8669,"1608 8 St E, Saskatoon, SK S7H 0T3, Canada",Yes,No,Yes,1.0,0.75,1.0,PARTIAL - Name & Phone match (Address different)
KFC Yum! Center,+1 502-690-9000,"1 Arena Plaza, Louisville, USA",KFC Yum! Center,(502) 690-9000,"1 Arena Plaza, Louisville, KY 40202, USA",Yes,Yes,Yes,1.0,0.862,1.0,SUCCESS - All NAP data matches
John D Wood & Co. Estate Agents Surbiton and CHK Mountford Lettings,+44 20 8215 8848,"81a Victoria Road, Surbiton, USA",CHK Mountford Letting Agents Surbiton,020 8390 7745,"81a Victoria Rd, Surbiton KT6 4NS, UK",No,No,No,0.436,0.8,0.0,FAIL - Significant NAP inconsistencies
John D Wood & Co. Estate Agents Wandsworth,+44 20 3151 4263,"324 Trinity Road, London, USA",John D Wood & Co. Estate Agents Wandsworth,020 3151 4263,"324 Trinity Rd, London SW18 3RG, UK",Yes,No,Yes,1.0,0.767,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents Cobham,+44 1932 645158,"2 Church Street, Cobham, USA",John D Wood & Co. Estate Agents Cobham,01932 645158,"2 Church St, Cobham KT11 3EG, UK",Yes,No,Yes,1.0,0.714,1.0,PARTIAL - Name & Phone match (Address different)
John D Wood & Co. Estate Agents Weybridge,+44 1932 645197,"7 Baker Street, Weybridge, USA",John D Wood & Co. Estate Agents Weybridge,01932 645197,"7 Baker St, Weybridge KT13 8AF, UK",Yes,No,Yes,1.0,0.733,1.0,PARTIAL - Name & Phone match (Address different)
Jilly's,+1 410-653-0610,"1010 Reisterstown Road, Pikesville, USA",Jilly's,(410) 653-0610,"1010 Reisterstown Rd, Pikesville, MD 21208, USA",Yes,Yes,Yes,1.0,0.864,1.0,SUCCESS - All NAP data matches
Tim Hortons,+1 905-678-0151,"5889 Airport Road, Mississauga, USA",Tim Hortons,(905) 678-0151,"5889 Airport Rd, Mississauga, ON N0K 1M0, Canada",Yes,No,Yes,1.0,0.744,1.0,PARTIAL - Name & Phone match (Address different)
Shillong College,+91 364 222 4903,"Bomfyle Road, Shillong, USA",Shillong College,0364 222 4903,"HVFV+454, Bomfyle Road, Laitumkhrah, Shillong, Meghalaya 793003, India",Yes,Yes,Yes,1.0,0.75,1.0,SUCCESS - All NAP data matches
ash test,nan,"{{Mail Address 1}}, USA",,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Badger Test,+13068800001,"109 8th Street E., Saskatoon, USA","Badger Infrastructure Solutions - Martensville, SK",(306) 570-2428,"115 Premium Way, Corman Park No. 344, SK S7J 5J7, Canada",No,No,No,0.345,0.22,0.0,FAIL - Significant NAP inconsistencies
Vimal Test,nan,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Nucor Tubular Products Chicago,+1 708-496-0380,"6226 74th Street, Chicago, USA",Nucor Tubular Products Chicago,(708) 496-0380,"6226 74th St, Chicago, IL 60638, USA",Yes,Yes,Yes,1.0,0.8,1.0,SUCCESS - All NAP data matches
Nucor Steel - Utah,+1 435-458-2300,"7285 W21200N W Cemetery Rd, Plymouth, USA",Nucor Steel Utah,(435) 458-2300,"7285 W21200N W Cemetery Rd, Plymouth, UT 84330, USA",Yes,Yes,Yes,1.0,0.897,1.0,SUCCESS - All NAP data matches
Rehab Chiropractic Network,+1 908-754-6888,"2493 Lamington Rd Suite B, Bedminster, USA",Rehab Chiropractic Network,(908) 375-8853,"2493 Lamington Rd Suite B, Bedminster, NJ 07921, USA",Yes,Yes,No,1.0,0.899,0.0,SUCCESS - Name & Address match (Phone missing/different)
Popup Bagels,+1 203-297-8819,"177 Thompson Street, New York, USA",Popup Bagels,(203) 297-8819,"177 Thompson St, New York, NY 10012, USA",Yes,Yes,Yes,1.0,0.833,1.0,SUCCESS - All NAP data matches
ProActive Chiropractic Center,+1 908-967-4676,"700 US-130 #107, Cinnaminson, USA",ProActive Chiropractic Center,(856) 829-8100,"700 US-130 #107, Cinnaminson, NJ 08077, USA",Yes,Yes,No,1.0,0.87,0.0,SUCCESS - Name & Address match (Phone missing/different)
Atlas Gentle Effective Chiropractic LLC,+1 732-462-6686,"124 W Main St, Freehold, USA",Atlas Gentle Effective Chiropractic LLC,(732) 462-6686,"124 W Main St, Freehold, NJ 07728, USA",Yes,Yes,Yes,1.0,0.852,1.0,SUCCESS - All NAP data matches
Chiropractic Associates LLC,+1 609-448-6744,"1240 N Pitt St # 100, Alexandria, USA",Chiropractic Associates LLC,(703) 739-0456,"1240 N Pitt St # 100, Alexandria, VA 22314, USA",Yes,Yes,No,1.0,0.88,0.0,SUCCESS - Name & Address match (Phone missing/different)
Align testpractic and Wellness Center,+1 908-967-4676,USA,Align Wellness Center,(224) 287-9295,"666 Dundee Rd Building 400 Suite 401, Northbrook, IL 60062, USA",No,Yes,No,0.724,1.0,0.0,FAIL - Significant NAP inconsistencies
Cimato testpractic Center,+1 609-448-6740,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Association of NJ testpractors,+1 201-250-6124,USA,Association of NJ Chiropractors,(908) 722-5678,"77 Brant Ave #210, Clark, NJ 07066, USA",Yes,Yes,No,0.852,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Hudson Valley testpractic,+1 908-547-0729,USA,DMV,(800) 698-2931,"Warren St, Hudson, NY 12534, USA",No,Yes,No,0.143,1.0,0.0,FAIL - Significant NAP inconsistencies
Drinkle Mall,+1 306-361-4267,"115 3 Avenue South, Saskatoon, USA",Drinkle Mall,(306) 361-4267,"115 3 Ave S, Saskatoon, SK S7K 1L6, Canada",Yes,No,Yes,1.0,0.676,1.0,PARTIAL - Name & Phone match (Address different)
Edison testpractic,+1 732-661-0330,USA,Eurofins Environment Testing-Edison,(732) 549-3900,"777 New Durham Rd, Edison, NJ 08817, USA",No,Yes,No,0.226,1.0,0.0,FAIL - Significant NAP inconsistencies
Next Level testpractic and Nutrition,+1 732-389-8000,USA,NXT Level Supplements,(386) 293-1197,"South, 1725 S Nova Rd STE A6, Daytona Beach, FL 32119, USA",No,Yes,No,0.421,1.0,0.0,FAIL - Significant NAP inconsistencies
McDonald's,3069558669,"1608 8 St E, Saskatoon, USA",McDonald's,(306) 955-8669,"1608 8 St E, Saskatoon, SK S7H 0T3, Canada",Yes,No,Yes,1.0,0.75,1.0,PARTIAL - Name & Phone match (Address different)
Genesis testpractic Center (William J. Voyce  DC),+1 732-704-3459,USA,"Genesis Chiropractic Center (William J. Voyce, DC)",(908) 876-9188,"59 E Mill Rd # 102, Long Valley, NJ 07853, USA",Yes,Yes,No,0.901,1.0,0.0,SUCCESS - Name & Address match (Phone missing/different)
Mind Over Matter testpractic & Wellness,+1 201-250-6126,USA,,,,No,No,No,0.0,0.0,0.0,FAIL - No results found
Hershey Family testpractic,+1 732-634-5155,USA,"Family Practice Center, PC",(717) 835-0700,"75 E Derry Rd, Hershey, PA 17033, USA",No,Yes,No,0.549,1.0,0.0,FAIL - Significant NAP inconsistencies
